n,b,sample_size,start,stop,treedist
1604,95,25,300,400,3.88E+00
1605,95,25,350,450,3.56E+00
1606,95,25,400,500,3.77E+00
1607,95,25,450,550,3.42E+00
1608,95,25,500,600,5.13E+00
1609,95,25,550,650,8.20E+00
1610,95,25,600,700,2.89E+00
1611,95,25,650,750,1.41E+00
1612,95,25,700,800,9.63E-01
1613,95,25,750,850,7.82E-01
1614,95,25,800,900,1.52E+00
1615,95,25,850,950,1.25E+00
1616,96,25,600,700,1.74E+00
1617,96,25,650,750,1.11E+00
1618,96,25,700,800,9.26E-01
1619,96,25,750,850,7.63E-01
1620,96,25,800,900,8.84E-01
1621,96,25,850,950,7.48E-01
1622,97,25,0,100,5.63E+01
1623,97,25,50,150,1.47E+01
1624,97,25,100,200,8.61E+00
1625,97,25,150,250,3.82E+00
1626,97,25,200,300,3.93E+00
1627,97,25,250,350,2.55E+00
1628,97,25,300,400,3.12E+00
1629,97,25,350,450,3.17E+00
1630,97,25,400,500,3.18E+00
1631,97,25,450,550,2.30E+00
1632,97,25,500,600,3.06E+00
1633,97,25,550,650,6.38E+00
1634,97,25,600,700,3.38E+00
1635,97,25,650,750,1.31E+00
1636,97,25,700,800,1.22E+00
1637,97,25,750,850,1.05E+00
1638,97,25,800,900,9.06E-01
1639,97,25,850,950,1.63E+00
1640,98,25,0,100,6.86E+00
1641,98,25,50,150,1.08E+01
1642,98,25,100,200,3.23E+00
1643,98,25,150,250,2.43E+00
1644,98,25,200,300,3.61E+00
1645,98,25,250,350,3.12E+00
1646,98,25,300,400,2.48E+00
1647,98,25,350,450,2.10E+00
1648,98,25,400,500,2.10E+00
1649,98,25,450,550,1.96E+00
1650,98,25,500,600,2.14E+00
1651,98,25,550,650,1.98E+00
1652,98,25,600,700,1.52E+00
1653,98,25,650,750,1.28E+00
1654,98,25,700,800,9.93E-01
1655,98,25,750,850,7.78E-01
1656,98,25,800,900,7.61E-01
1657,98,25,850,950,7.56E-01
1658,99,25,100,200,3.70E+00
1659,99,25,150,250,4.42E+00
1660,99,25,200,300,9.11E+00
1661,99,25,250,350,7.24E+00
1662,99,25,300,400,6.91E+00
1663,99,25,350,450,5.81E+00
1664,99,25,400,500,5.83E+00
1665,99,25,450,550,3.55E+00
1666,99,25,500,600,2.99E+00
1667,99,25,550,650,5.95E+00
1668,99,25,600,700,1.63E+00
1669,99,25,650,750,1.29E+00
1670,99,25,700,800,1.64E+00
1671,99,25,750,850,1.10E+00
1672,99,25,800,900,7.07E-01
1673,99,25,850,950,8.06E-01
1674,100,25,0,100,2.81E+01
1675,100,25,50,150,4.72E+00
1676,100,25,100,200,1.50E+00
1677,100,25,150,250,1.73E+00
1678,100,25,200,300,1.99E+00
1679,100,25,250,350,1.70E+00
1680,100,25,300,400,1.96E+00
1681,100,25,350,450,1.74E+00
1682,100,25,400,500,1.76E+00
1683,100,25,450,550,1.21E+00
1684,100,25,500,600,1.72E+00
1685,100,25,550,650,2.00E+00
1686,100,25,600,700,1.34E+00
1687,100,25,650,750,1.21E+00
1688,100,25,700,800,8.22E-01
1689,100,25,750,850,6.05E-01
1690,100,25,800,900,6.14E-01
1691,100,25,850,950,7.38E-01
1692,101,25,0,100,2.98E+00
1693,101,25,50,150,2.06E+00
1694,101,25,100,200,1.17E+00
1695,101,25,150,250,1.49E+00
1696,101,25,200,300,2.56E+00
1697,101,25,250,350,1.87E+00
1698,101,25,300,400,1.99E+00
1699,101,25,350,450,2.02E+00
1700,101,25,400,500,2.02E+00
1701,101,25,450,550,1.87E+00
1702,101,25,500,600,2.26E+00
1703,101,25,550,650,2.98E+00
1704,101,25,600,700,1.83E+00
1705,101,25,650,750,1.25E+00
1706,101,25,700,800,8.20E-01
1707,101,25,750,850,8.64E-01
1708,101,25,800,900,8.08E-01
1709,101,25,850,950,1.27E+00
1710,102,25,0,100,3.62E+00
1711,102,25,50,150,2.88E+00
1712,102,25,100,200,2.21E+00
1713,102,25,150,250,6.39E+00
1714,102,25,200,300,6.36E+00
1715,102,25,250,350,4.44E+00
1716,102,25,300,400,4.15E+00
1717,102,25,350,450,5.89E+00
1718,102,25,400,500,5.91E+00
1719,102,25,450,550,2.23E+00
1720,102,25,500,600,3.20E+00
1721,102,25,550,650,5.09E+00
1722,102,25,600,700,2.40E+00
1723,102,25,650,750,1.79E+00
1724,102,25,700,800,1.58E+00
1725,102,25,750,850,1.10E+00
1726,102,25,800,900,7.31E-01
1727,102,25,850,950,8.88E-01
1728,103,25,0,100,4.40E+00
1729,103,25,50,150,2.19E+00
1730,103,25,100,200,1.62E+00
1731,103,25,150,250,1.90E+00
1732,103,25,200,300,2.00E+00
1733,103,25,250,350,1.56E+00
1734,103,25,300,400,1.54E+00
1735,103,25,350,450,1.50E+00
1736,103,25,400,500,1.50E+00
1737,103,25,450,550,1.36E+00
1738,103,25,500,600,1.69E+00
1739,103,25,550,650,4.51E+00
1740,103,25,600,700,1.55E+00
1741,103,25,650,750,1.03E+00
1742,103,25,700,800,1.12E+00
1743,103,25,750,850,8.50E-01
1744,103,25,800,900,6.50E-01
1745,103,25,850,950,6.71E-01
1746,104,25,0,100,3.10E+00
1747,104,25,50,150,2.58E+00
1748,104,25,100,200,2.89E+00
1749,104,25,150,250,3.10E+00
1750,104,25,200,300,3.33E+00
1751,104,25,250,350,3.21E+00
1752,104,25,300,400,2.82E+00
1753,104,25,350,450,3.33E+00
1754,104,25,400,500,3.17E+00
1755,104,25,450,550,1.70E+00
1756,104,25,500,600,2.16E+00
1757,104,25,550,650,2.75E+00
1758,104,25,600,700,1.53E+00
1759,104,25,650,750,1.26E+00
1760,104,25,700,800,8.69E-01
1761,104,25,750,850,5.85E-01
1762,104,25,800,900,5.50E-01
1763,104,25,850,950,5.61E-01
1764,105,25,0,100,1.11E+01
1765,105,25,50,150,5.22E+00
1766,105,25,100,200,1.26E+00
1767,105,25,150,250,4.15E+00
1768,105,25,200,300,4.00E+00
1769,105,25,250,350,3.64E+00
1770,105,25,300,400,3.69E+00
1771,105,25,350,450,4.70E+00
1772,105,25,400,500,4.71E+00
1773,105,25,450,550,3.28E+00
1774,105,25,500,600,4.53E+00
1775,105,25,550,650,3.98E+00
1776,105,25,600,700,4.46E+00
1777,105,25,650,750,2.20E+00
1778,105,25,700,800,3.47E+00
1779,105,25,750,850,4.46E+00
1780,105,25,800,900,4.63E+00
1781,105,25,850,950,3.42E+00
1782,106,25,0,100,1.59E+00
1783,106,25,50,150,2.13E+00
1784,106,25,100,200,1.81E+00
1785,106,25,150,250,2.18E+00
1786,106,25,200,300,3.50E+00
1787,106,25,250,350,2.47E+00
1788,106,25,300,400,4.00E+00
1789,106,25,350,450,4.08E+00
1790,106,25,400,500,4.07E+00
1791,106,25,450,550,2.32E+00
1792,106,25,500,600,2.39E+00
1793,106,25,550,650,2.81E+00
1794,106,25,600,700,1.85E+00
1795,106,25,650,750,1.56E+00
1796,106,25,700,800,9.41E-01
1797,106,25,750,850,7.19E-01
1798,106,25,800,900,5.12E-01
1799,106,25,850,950,8.70E-01
1800,107,25,0,100,1.35E+01
1801,107,25,50,150,6.42E+00
1802,107,25,100,200,2.78E+00
1803,107,25,150,250,3.11E+00
1804,107,25,200,300,3.89E+00
1805,107,25,250,350,3.89E+00
1806,107,25,300,400,4.08E+00
1807,107,25,350,450,2.89E+00
1808,107,25,400,500,2.90E+00
1809,107,25,450,550,1.36E+00
1810,107,25,500,600,2.35E+00
1811,107,25,550,650,2.65E+00
1812,107,25,600,700,1.40E+00
1813,107,25,650,750,1.30E+00
1814,107,25,700,800,9.45E-01
1815,107,25,750,850,9.35E-01
1816,107,25,800,900,9.90E-01
1817,107,25,850,950,1.63E+00
1818,108,25,0,100,2.59E+00
1819,108,25,50,150,2.13E+00
1820,108,25,100,200,1.10E+00
1821,108,25,150,250,1.90E+00
1822,108,25,200,300,2.00E+00
1823,108,25,250,350,2.28E+00
1824,108,25,300,400,2.73E+00
1825,108,25,350,450,2.73E+00
1826,108,25,400,500,2.73E+00
1827,108,25,450,550,1.86E+00
1828,108,25,500,600,3.26E+00
1829,108,25,550,650,2.16E+00
1830,108,25,600,700,1.57E+00
1831,108,25,650,750,1.28E+00
1832,108,25,700,800,8.67E-01
1833,108,25,750,850,6.65E-01
1834,108,25,800,900,6.95E-01
1835,108,25,850,950,7.61E-01
1836,109,25,0,100,3.95E+00
1837,109,25,50,150,1.95E+00
1838,109,25,100,200,1.82E+00
1839,109,25,150,250,2.33E+00
1840,109,25,200,300,2.42E+00
1841,109,25,250,350,2.00E+00
1842,109,25,300,400,2.08E+00
1843,109,25,350,450,2.11E+00
1844,109,25,400,500,2.11E+00
1845,109,25,450,550,1.74E+00
1846,109,25,500,600,2.50E+00
1847,109,25,550,650,3.77E+00
1848,109,25,600,700,1.64E+00
1849,109,25,650,750,1.29E+00
1850,109,25,700,800,8.17E-01
1851,109,25,750,850,6.71E-01
1852,109,25,800,900,5.89E-01
1853,109,25,850,950,8.17E-01
1854,110,25,0,100,1.84E+00
1855,110,25,50,150,1.87E+00
1856,110,25,100,200,1.47E+00
1857,110,25,150,250,2.47E+00
1858,110,25,200,300,3.22E+00
1859,110,25,250,350,1.96E+00
1860,110,25,300,400,2.77E+00
1861,110,25,350,450,2.91E+00
1862,110,25,400,500,2.89E+00
1863,110,25,450,550,1.87E+00
1864,110,25,500,600,1.29E+00
1865,110,25,550,650,1.79E+00
1866,110,25,600,700,3.21E+00
1867,110,25,650,750,1.47E+00
1868,110,25,700,800,8.86E-01
1869,110,25,750,850,6.36E-01
1870,110,25,800,900,7.57E-01
1871,110,25,850,950,9.99E-01
1872,111,25,0,100,2.88E+01
1873,111,25,50,150,3.54E+00
1874,111,25,100,200,7.37E-01
1875,111,25,150,250,1.30E+00
1876,111,25,200,300,2.09E+00
1877,111,25,250,350,2.33E+00
1878,111,25,300,400,1.84E+00
1879,111,25,350,450,1.72E+00
1880,111,25,400,500,1.74E+00
1881,111,25,450,550,1.46E+00
1882,111,25,500,600,1.80E+00
1883,111,25,550,650,2.03E+00
1884,111,25,600,700,1.77E+00
1885,111,25,650,750,1.28E+00
1886,111,25,700,800,1.19E+00
1887,111,25,750,850,9.64E-01
1888,111,25,800,900,1.09E+00
1889,111,25,850,950,1.51E+00
1890,112,25,450,550,1.09E+00
1891,112,25,500,600,1.66E+00
1892,112,25,550,650,1.51E+00
1893,112,25,600,700,1.17E+00
1894,112,25,650,750,1.41E+00
1895,112,25,700,800,1.21E+00
1896,112,25,750,850,9.60E-01
1897,112,25,800,900,7.20E-01
1898,112,25,850,950,6.94E-01
1899,113,25,0,100,3.61E+00
1900,113,25,50,150,3.09E+00
1901,113,25,100,200,1.68E+00
1902,113,25,150,250,1.79E+00
1903,113,25,200,300,3.24E+00
1904,113,25,250,350,1.80E+00
1905,113,25,300,400,1.81E+00
1906,113,25,350,450,2.43E+00
1907,113,25,400,500,2.41E+00
1908,113,25,450,550,1.91E+00
1909,113,25,500,600,1.68E+00
1910,113,25,550,650,1.88E+00
1911,113,25,600,700,1.71E+00
1912,113,25,650,750,1.33E+00
1913,113,25,700,800,1.02E+00
1914,113,25,750,850,7.55E-01
1915,113,25,800,900,6.25E-01
1916,113,25,850,950,8.17E-01
1917,114,25,100,200,3.14E+00
1918,114,25,150,250,3.25E+00
1919,114,25,200,300,5.64E+00
1920,114,25,250,350,3.78E+00
1921,114,25,300,400,4.25E+00
1922,114,25,350,450,4.06E+00
1923,114,25,400,500,4.08E+00
1924,114,25,450,550,2.60E+00
1925,114,25,500,600,2.90E+00
1926,114,25,550,650,2.32E+00
1927,114,25,600,700,2.24E+00
1928,114,25,650,750,1.43E+00
1929,114,25,700,800,1.12E+00
1930,114,25,750,850,7.55E-01
1931,114,25,800,900,7.19E-01
1932,114,25,850,950,7.33E-01
1933,115,25,0,100,5.87E+00
1934,115,25,50,150,2.86E+00
1935,115,25,100,200,1.20E+00
1936,115,25,150,250,1.27E+00
1937,115,25,200,300,1.96E+00
1938,115,25,250,350,1.84E+00
1939,115,25,300,400,1.74E+00
1940,115,25,350,450,1.61E+00
1941,115,25,400,500,1.61E+00
1942,115,25,450,550,1.53E+00
1943,115,25,500,600,1.87E+00
1944,115,25,550,650,2.48E+00
1945,115,25,600,700,1.90E+00
1946,115,25,650,750,1.36E+00
1947,115,25,700,800,8.12E-01
1948,115,25,750,850,6.58E-01
1949,115,25,800,900,7.06E-01
1950,115,25,850,950,1.30E+00
1951,116,25,0,100,9.09E-01
1952,116,25,50,150,1.72E+00
1953,116,25,100,200,1.45E+00
1954,116,25,150,250,1.20E+00
1955,116,25,200,300,1.76E+00
1956,116,25,250,350,2.52E+00
1957,116,25,300,400,2.44E+00
1958,116,25,350,450,2.18E+00
1959,116,25,400,500,2.17E+00
1960,116,25,450,550,1.64E+00
1961,116,25,500,600,2.42E+00
1962,116,25,550,650,2.31E+00
1963,116,25,600,700,1.61E+00
1964,116,25,650,750,9.29E-01
1965,116,25,700,800,7.53E-01
1966,116,25,750,850,6.87E-01
1967,116,25,800,900,7.08E-01
1968,116,25,850,950,8.07E-01
1969,117,25,0,100,6.89E+00
1970,117,25,50,150,4.41E+00
1971,117,25,100,200,3.10E+00
1972,117,25,150,250,1.82E+00
1973,117,25,200,300,3.08E+00
1974,117,25,250,350,2.41E+00
1975,117,25,300,400,1.97E+00
1976,117,25,350,450,1.98E+00
1977,117,25,400,500,1.98E+00
1978,117,25,450,550,1.64E+00
1979,117,25,500,600,2.18E+00
1980,117,25,550,650,2.46E+00
1981,117,25,600,700,1.54E+00
1982,117,25,650,750,1.24E+00
1983,117,25,700,800,9.09E-01
1984,117,25,750,850,8.57E-01
1985,117,25,800,900,7.96E-01
1986,117,25,850,950,7.69E-01
1987,118,25,0,100,2.23E+00
1988,118,25,50,150,2.01E+00
1989,118,25,100,200,1.08E+00
1990,118,25,150,250,1.50E+00
1991,118,25,200,300,1.67E+00
1992,118,25,250,350,1.47E+00
1993,118,25,300,400,1.58E+00
1994,118,25,350,450,1.58E+00
1995,118,25,400,500,1.58E+00
1996,118,25,450,550,1.36E+00
1997,118,25,500,600,2.66E+00
1998,118,25,550,650,2.10E+00
1999,118,25,600,700,1.57E+00
2000,118,25,650,750,1.38E+00
2001,118,25,700,800,1.16E+00
2002,118,25,750,850,8.34E-01
2003,118,25,800,900,8.05E-01
2004,118,25,850,950,7.70E-01
2005,119,25,0,100,3.43E+00
2006,119,25,50,150,2.68E+00
2007,119,25,100,200,2.39E+00
2008,119,25,150,250,1.40E+00
2009,119,25,200,300,1.95E+00
2010,119,25,250,350,2.39E+00
2011,119,25,300,400,2.15E+00
2012,119,25,350,450,1.87E+00
2013,119,25,400,500,1.88E+00
2014,119,25,450,550,2.38E+00
2015,119,25,500,600,1.92E+00
2016,119,25,550,650,3.59E+00
2017,119,25,600,700,2.61E+00
2018,119,25,650,750,2.06E+00
2019,119,25,700,800,1.91E+00
2020,119,25,750,850,1.33E+00
2021,119,25,800,900,1.35E+00
2022,119,25,850,950,1.20E+00
2023,120,25,200,300,1.98E+00
2024,120,25,250,350,2.31E+00
2025,120,25,300,400,1.54E+00
2026,120,25,350,450,1.77E+00
2027,120,25,400,500,1.78E+00
2028,120,25,450,550,1.70E+00
2029,120,25,500,600,2.62E+00
2030,120,25,550,650,5.30E+00
2031,120,25,600,700,2.93E+00
2032,120,25,650,750,1.17E+00
2033,120,25,700,800,6.22E-01
2034,120,25,750,850,6.11E-01
2035,120,25,800,900,6.76E-01
2036,120,25,850,950,6.84E-01
2037,121,25,0,100,3.25E+00
2038,121,25,50,150,2.23E+00
2039,121,25,100,200,1.95E+00
2040,121,25,150,250,2.76E+00
2041,121,25,200,300,3.79E+00
2042,121,25,250,350,4.21E+00
2043,121,25,300,400,3.54E+00
2044,121,25,350,450,4.03E+00
2045,121,25,400,500,4.03E+00
2046,121,25,450,550,2.81E+00
2047,121,25,500,600,3.15E+00
2048,121,25,550,650,6.66E+00
2049,121,25,600,700,2.47E+00
2050,121,25,650,750,1.96E+00
2051,121,25,700,800,9.69E-01
2052,121,25,750,850,5.93E-01
2053,121,25,800,900,5.17E-01
2054,121,25,850,950,5.98E-01
2055,122,25,0,100,4.25E+00
2056,122,25,50,150,3.32E+00
2057,122,25,100,200,1.31E+00
2058,122,25,150,250,1.17E+00
2059,122,25,200,300,1.73E+00
2060,122,25,250,350,1.71E+00
2061,122,25,300,400,1.56E+00
2062,122,25,350,450,1.76E+00
2063,122,25,400,500,1.76E+00
2064,122,25,450,550,1.36E+00
2065,122,25,500,600,2.02E+00
2066,122,25,550,650,1.99E+00
2067,122,25,600,700,1.55E+00
2068,122,25,650,750,1.03E+00
2069,122,25,700,800,8.81E-01
2070,122,25,750,850,9.11E-01
2071,122,25,800,900,9.05E-01
2072,122,25,850,950,1.82E+00
2073,123,25,0,100,1.81E+00
2074,123,25,50,150,1.00E+00
2075,123,25,100,200,1.10E+00
2076,123,25,150,250,1.39E+00
2077,123,25,200,300,2.00E+00
2078,123,25,250,350,1.62E+00
2079,123,25,300,400,1.65E+00
2080,123,25,350,450,2.11E+00
2081,123,25,400,500,2.11E+00
2082,123,25,450,550,1.63E+00
2083,123,25,500,600,2.59E+00
2084,123,25,550,650,3.22E+00
2085,123,25,600,700,2.36E+00
2086,123,25,650,750,1.18E+00
2087,123,25,700,800,8.30E-01
2088,123,25,750,850,5.77E-01
2089,123,25,800,900,4.79E-01
2090,123,25,850,950,5.50E-01
2091,124,25,0,100,4.19E+00
2092,124,25,50,150,2.58E+00
2093,124,25,100,200,1.02E+00
2094,124,25,150,250,2.37E+00
2095,124,25,200,300,2.68E+00
2096,124,25,250,350,2.36E+00
2097,124,25,300,400,2.49E+00
2098,124,25,350,450,2.69E+00
2099,124,25,400,500,2.69E+00
2100,124,25,450,550,2.03E+00
2101,124,25,500,600,2.50E+00
2102,124,25,550,650,3.23E+00
2103,124,25,600,700,2.07E+00
2104,124,25,650,750,9.84E-01
2105,124,25,700,800,6.54E-01
2106,124,25,750,850,5.87E-01
2107,124,25,800,900,6.29E-01
2108,124,25,850,950,7.25E-01
2109,125,25,0,100,2.40E+01
2110,125,25,50,150,7.85E+00
2111,125,25,100,200,1.73E+00
2112,125,25,150,250,4.47E+00
2113,125,25,200,300,3.93E+00
2114,125,25,250,350,3.03E+00
2115,125,25,300,400,3.12E+00
2116,125,25,350,450,3.28E+00
2117,125,25,400,500,3.26E+00
2118,125,25,450,550,2.74E+00
2119,125,25,500,600,5.37E+00
2120,125,25,550,650,9.73E+00
2121,125,25,600,700,4.14E+00
2122,125,25,650,750,1.96E+00
2123,125,25,700,800,2.46E+00
2124,125,25,750,850,1.98E+00
2125,125,25,800,900,1.53E+00
2126,125,25,850,950,2.14E+00
2127,126,25,0,100,2.61E+00
2128,126,25,50,150,1.24E+00
2129,126,25,100,200,1.51E+00
2130,126,25,150,250,3.27E+00
2131,126,25,200,300,4.31E+00
2132,126,25,250,350,4.30E+00
2133,126,25,300,400,3.19E+00
2134,126,25,350,450,3.77E+00
2135,126,25,400,500,3.77E+00
2136,126,25,450,550,2.22E+00
2137,126,25,500,600,3.76E+00
2138,126,25,550,650,5.01E+00
2139,126,25,600,700,3.07E+00
2140,126,25,650,750,3.00E+00
2141,126,25,700,800,3.16E+00
2142,126,25,750,850,4.73E+00
2143,126,25,800,900,5.31E+00
2144,126,25,850,950,4.41E+00
2145,127,25,0,100,4.55E+00
2146,127,25,50,150,6.36E+00
2147,127,25,100,200,2.61E+00
2148,127,25,150,250,3.39E+00
2149,127,25,200,300,3.30E+00
2150,127,25,250,350,2.53E+00
2151,127,25,300,400,2.22E+00
2152,127,25,350,450,2.49E+00
2153,127,25,400,500,2.49E+00
2154,127,25,450,550,2.93E+00
2155,127,25,500,600,3.78E+00
2156,127,25,550,650,1.21E+01
2157,127,25,600,700,3.13E+00
2158,127,25,650,750,1.80E+00
2159,127,25,700,800,1.29E+00
2160,127,25,750,850,7.76E-01
2161,127,25,800,900,5.80E-01
2162,127,25,850,950,7.29E-01
2163,128,25,0,100,1.83E+00
2164,128,25,50,150,2.29E+00
2165,128,25,100,200,1.50E+00
2166,128,25,150,250,1.69E+00
2167,128,25,200,300,2.65E+00
2168,128,25,250,350,3.29E+00
2169,128,25,300,400,2.08E+00
2170,128,25,350,450,2.99E+00
2171,128,25,400,500,2.64E+00
2172,128,25,450,550,1.75E+00
2173,128,25,500,600,2.25E+00
2174,128,25,550,650,2.70E+00
2175,128,25,600,700,1.61E+00
2176,128,25,650,750,1.44E+00
2177,128,25,700,800,1.55E+00
2178,128,25,750,850,1.05E+00
2179,128,25,800,900,1.21E+00
2180,128,25,850,950,1.40E+00
2181,129,25,0,100,2.45E+00
2182,129,25,50,150,1.57E+00
2183,129,25,100,200,1.04E+00
2184,129,25,150,250,2.20E+00
2185,129,25,200,300,3.41E+00
2186,129,25,250,350,2.54E+00
2187,129,25,300,400,3.34E+00
2188,129,25,350,450,3.49E+00
